ENG_NAME,year,ndvi_crop,rain_gs,drought_class,drought_pixel_rate,cropland_pct,county_id,post_2010,event_time,drought_treated,drought_post,high_agriculture,drought_post_high_agri,ndvi_baseline,high_ndvi,drought_post_high_ndvi,high_elevation,drought_post_high_elev,pop_density_2000,drought_post_high_density,net_migration,net_migration_per_1000,births,deaths,births_source,deaths_source,high_elev,high_density,urban_core,pop_density,agri_employ_ratio,agri_gdp_ratio,gdp_pc,income_rural,elev_mean,agri_machinery_power,rural_investment,CHN_NAME,high_pop_density,high_agri_employ_ratio,high_agri_gdp_ratio,high_gdp_pc,high_income_rural,high_elev_mean
Suiyang,2011,0.5559841374269004,562.6618671666874,,,0.499793049936647,60,1,1,0,0,0,0,0.5427392643540669,0,0,0,0,190.95869056897897,0,-4320.0,-4.32,7020.0,2700.0,real,real,0,0,False,212.0974076983504,0.5563263957713909,0.3375032545825739,10829.0,5779.0,1070.4712017211737,25.0,284204.0,绥阳县,0,0,1,1,1,1
Tongzi,2011,0.5855699099536288,529.8637658651523,,,0.4280443029668578,63,1,1,0,0,0,0,0.5655951256335598,1,0,0,0,196.875,0,4400.0,4.4,9230.0,3550.0,real,real,0,0,False,221.3216957605985,0.4445652173913043,0.2005171651945591,12065.0,5121.0,1106.5277369331918,34.0,770636.0,桐梓县,1,0,0,1,1,1
Wuchuangelaozumiaozu,2011,0.6028937136647088,607.3579969916908,,,0.3173505550547649,68,1,1,0,0,0,0,0.5624551943543592,1,0,0,0,147.85430941218897,0,6400.0,6.4,5980.0,2300.0,real,real,0,0,False,165.64638098667626,0.5895411790748544,0.3345557219840573,7274.0,3463.0,971.7151781188848,20.0,193791.0,务川仡佬族苗族自治县,0,1,1,0,0,0
Xishui,2011,0.5797168010752688,507.5067053196007,,,0.1542982328473391,73,1,1,0,0,0,0,0.5727101967253176,1,0,0,0,207.80051150895144,0,4320.0,4.32,9360.0,3600.0,real,real,0,0,False,230.1790281329924,0.4461805315414259,0.1759930480177805,11897.0,3897.0,1055.913004961386,17.0,669857.0,习水县,1,0,0,1,1,1
Yuqing,2011,0.494278209147916,603.2066194952394,,,0.1213940636677859,80,1,1,0,0,0,0,0.5535511393909587,0,0,0,0,172.5200246457178,0,-2400.0,-2.4,3900.0,1500.0,real,real,0,0,False,184.9568434032059,0.5217962079031766,0.2633569294101197,13131.0,5268.0,858.6839093305092,20.0,254658.0,余庆县,0,0,1,1,1,0
Zhengan,2011,0.6088995014519525,594.0703220474506,,,0.5374867708657205,82,1,1,0,0,0,0,0.5777959473460957,1,0,0,0,219.65317919075144,0,-5120.0,-5.12,8320.0,3200.0,real,real,0,1,False,246.6281310211946,0.4064653207509602,0.3621972455279404,7702.0,3700.0,1010.2574987549216,15.0,207426.0,正安县,1,0,1,0,0,0
Honghuagang,2011,0.0,528.7432127169956,,,0.0,21,1,1,0,0,0,0,0.0,0,0,0,0,193.3871383381025,0,4720.0,4.72,8710.0,3350.0,real,real,0,0,True,,,0.0410711731243919,29738.0,6970.0,951.67604126838,,1149859.0,红花岗区,0,0,0,1,1,0
Bijiang,2011,0.5426178921568628,600.3226403200347,,,0.1752654670805311,2,1,1,0,0,0,0,0.5371727829768272,0,0,0,0,231.17569352708057,0,6960.0,6.96,5070.0,1950.0,real,real,0,1,True,258.62068965517244,0.519826164585684,0.1356783490967713,21394.0,5339.0,480.0785600733912,17.0,620369.0,碧江区,1,0,0,1,1,0
Dejiang,2011,0.560596945520857,626.8532092754317,,,0.282678600620447,12,1,1,0,0,0,0,0.5511258566690383,0,0,0,0,217.1814671814672,0,5840.0,5.84,6890.0,2650.0,real,real,0,0,False,256.03864734299515,0.5853080202669303,0.3663151544098239,10831.0,3503.0,834.0340111867258,29.0,142938.0,德江县,1,1,1,1,0,0
Jiangkou,2011,0.0,638.2794372411556,,,0.0,26,1,1,0,0,0,0,0.0,0,0,0,0,117.6470588235294,0,-1920.0,-1.92,3120.0,1200.0,real,real,0,0,False,127.86361214704316,0.6136461272796192,0.3258785401327973,10261.0,3918.0,775.3314325950691,7.0,298554.0,江口县,0,1,1,1,1,0
Shiqian,2011,0.5012791666666667,632.3181869556219,,,0.0203202837975991,56,1,1,0,0,0,0,0.5306109375,0,0,0,0,174.95395948434623,0,-3280.0,-3.28,5330.0,2050.0,real,real,0,0,False,189.02720147533427,0.5743522130359385,0.3993309964947421,8222.0,3874.0,858.7504097054716,14.0,57195.0,石阡县,0,0,1,0,1,0
Sinan,2011,0.4792757142857144,619.1750203678525,,,0.0477461813002081,58,1,1,0,0,0,0,0.5319536904761905,0,0,0,0,246.52622142536976,0,-5360.0,-5.36,8710.0,3350.0,real,real,0,1,False,302.3465703971119,0.5369825413029438,0.3310023120918346,9889.0,3683.0,710.428724605623,13.0,465110.0,思南县,1,0,1,0,0,0
Songtaomiaozu,2011,0.5575870899045205,697.7007374793588,,,0.106202726155739,59,1,1,0,0,0,0,0.5385140032762183,0,0,0,0,223.698007689619,0,4400.0,4.4,9230.0,3550.0,real,real,0,1,False,248.33857992305,0.551592476670724,0.3103335149179528,10158.0,3680.0,710.7590061560487,25.0,130498.0,松桃苗族自治县,1,0,1,0,0,0
Wanshan,2011,0.541584375,591.9550353438798,,,0.0593635528737197,65,1,1,0,0,0,0,0.5727885416666667,1,0,0,0,193.3871383381025,0,,,910.0,350.0,real,real,0,0,True,205.8823529411765,0.4658165668528363,0.1485694927108604,11410.0,3593.0,605.2696689639718,4.0,106492.0,万山区,0,0,0,1,0,0
Yanhetujiazu,2011,0.5522118356606476,640.2584386590103,,,0.8710159395916927,76,1,1,0,0,0,0,0.5491390832526125,0,0,0,0,222.7622519238558,0,4800.0,4.8,8580.0,3300.0,real,real,0,1,False,265.7004830917874,0.5806783722062072,0.354863084161057,8715.0,3713.0,751.2053990056814,27.0,415337.0,沿河土家族自治县,1,1,1,0,0,0
Yinjiangtujiazuandmiaozu,2011,0.540477380952381,685.2864231110456,,,0.0253834013459175,77,1,1,0,0,0,0,0.5717520833333334,1,0,0,0,209.0770015298317,0,6560.0,6.56,5720.0,2200.0,real,real,0,0,False,223.5772357723577,0.4568532810444372,0.4108281775889903,11070.0,3719.0,911.9338661168616,15.0,297341.0,印江土家族苗族自治县,1,0,1,1,0,0
Yupingdongzu,2011,0.5363442708333335,585.6965765085655,,,0.1911698281533182,79,1,1,0,0,0,0,0.5162242187499999,0,0,0,0,271.3178294573643,0,-1200.0,-1.2,1950.0,750.0,real,real,0,1,False,286.25954198473283,0.4674436957445517,0.1325077781458459,26072.0,5216.0,506.20051194888185,21.0,247750.0,玉屏侗族自治县,1,0,0,1,1,0
Cengong,2011,0.0,595.1181863727217,,,0.0,5,1,1,0,0,0,0,0.0,0,0,0,0,141.22394082044386,0,-1840.0,-1.84,2990.0,1150.0,real,real,0,0,False,154.67383994620042,0.5548380418511323,0.2300054468703191,10927.0,3953.0,672.7579543413644,20.0,76800.0,岑巩县,0,0,1,1,1,0
Congjiang,2011,0.5170311467770198,822.8312252456699,,,0.0677082795905818,8,1,1,1,1,0,0,0.5535379963091378,0,0,0,0,92.47842170160295,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,104.80887792848335,0.6937081717727888,0.3089380848416139,7760.0,3965.0,682.4750570549642,12.0,192791.0,从江县,0,1,1,0,1,0
Danzhai,2011,0.506042556634304,679.5933254943501,,,1.3763281930347002,10,1,1,1,1,0,0,0.5484241762283024,0,0,0,0,159.9147121535181,0,-1360.0,-1.36,2210.0,850.0,real,real,0,0,False,181.2366737739872,0.424648387404479,0.2698671335338319,9446.0,3706.0,878.6569678132201,5.0,100562.0,丹寨县,0,0,1,0,0,0
Huangping,2011,0.5043232250932924,611.8453299460658,,,1.1529161098511465,22,1,1,0,0,0,0,0.5331299919251149,0,0,0,0,197.84172661870505,0,6960.0,6.96,5070.0,1950.0,real,real,0,0,False,233.81294964028777,0.6313013229927007,0.328062337028622,7498.0,3709.0,894.3895322640849,19.0,49417.0,黄平县,1,1,1,0,0,0
Jianhe,2011,0.5125979166666668,675.8554900339033,,,0.0114101617558225,27,1,1,0,0,0,0,0.5425614583333334,0,0,0,0,98.03921568627452,0,8000.0,8.0,3380.0,1300.0,real,real,0,0,False,119.26605504587155,0.6178663567034276,0.2813083610284071,9285.0,3771.0,819.8286879358895,9.0,128776.0,剑河县,0,1,1,0,0,0
Jinping,2011,0.5214400468892928,734.4588747891703,,,0.6768634021617014,28,1,1,0,0,0,0,0.5588215797942088,0,0,0,0,131.49655604257984,0,-1840.0,-1.84,2990.0,1150.0,real,real,0,0,False,144.02003757044457,0.4721003337454645,0.165264509625078,10832.0,3638.0,621.1858835990292,3.0,101996.0,锦屏县,0,0,0,1,0,0
Kaili,2011,0.5180390868205869,646.8776512245819,,,0.1295503872491013,30,1,1,0,0,0,0,0.5500083109267275,0,0,0,0,329.24961715160794,0,6080.0,6.08,6500.0,2500.0,real,real,0,1,True,382.8483920367535,0.4907148162962116,0.0729392157635958,20047.0,5176.0,854.5428967462259,25.0,656334.0,凯里市,1,0,0,1,1,0
Leishan,2011,0.0,700.8616756116907,,,0.0,32,1,1,1,1,0,0,0.0,0,0,0,0,114.84823625922888,0,-1200.0,-1.2,1950.0,750.0,real,real,0,0,False,123.05168170631666,0.5554771602364688,0.2535488924287361,9728.0,3880.0,1165.3277085364512,13.0,76439.0,雷山县,0,0,1,0,1,1
Liping,2011,0.5571568497850977,794.211913243766,,,0.0699572414605866,34,1,1,0,0,0,0,0.5486270520983627,0,0,0,0,108.08376491781132,0,5840.0,5.84,6890.0,2650.0,real,real,0,0,False,119.34249043008332,0.5334786249826903,0.2256431899078727,7852.0,3849.0,697.8561308568529,23.0,434875.0,黎平县,0,0,1,0,1,0
Majiang,2011,0.53905195035461,663.5518348888697,,,0.2342795368308867,38,1,1,1,1,0,0,0.5583096631205673,0,0,0,0,174.85428809325563,0,-1680.0,-1.68,2730.0,1050.0,real,real,0,0,False,171.8494271685761,0.6353113843712812,0.2437439138927462,10423.0,3764.0,984.9345690241216,11.0,189732.0,麻江县,0,1,1,1,0,0
Rongjiang,2011,0.536827824858757,741.7460005298293,,,0.1059165205740615,52,1,1,1,1,0,0,0.5657995762711865,1,1,0,0,96.50180940892642,0,-2800.0,-2.8,4550.0,1750.0,real,real,0,0,False,106.18932038834951,0.647358787285055,0.3534811040785776,7977.0,3704.0,704.0477090802241,11.0,182066.0,榕江县,0,1,1,0,0,0
Sansui,2011,0.5236041666666666,638.8891796143803,,,0.024231712184275,54,1,1,0,0,0,0,0.5029312499999999,0,0,0,0,193.05019305019303,0,-1760.0,-1.76,2860.0,1100.0,real,real,0,0,False,212.3552123552124,0.4263046006979262,0.1995523362452202,10343.0,3955.0,748.7242194533794,8.0,84625.0,三穗县,0,0,0,1,1,0
Shibing,2011,0.4935179924242424,608.400406623664,,,0.1800570020027731,55,1,1,0,0,0,0,0.5526907024793388,0,0,0,0,97.15025906735752,0,18800.0,18.8,2210.0,850.0,real,real,0,0,False,110.96605744125328,0.7291588449421328,0.2596256475672298,11783.0,4229.0,875.5670288711707,13.0,43432.0,施秉县,0,1,1,1,1,0
Taijiang,2011,0.0,669.9056690423043,,,0.0,61,1,1,0,0,0,0,0.0,0,0,0,0,132.66998341625208,0,-1280.0,-1.28,2080.0,800.0,real,real,0,0,False,144.4043321299639,0.5414647699488775,0.2489624780729902,10500.0,3631.0,911.2337867219009,6.0,99000.0,台江县,0,0,1,1,0,0
Tianzhu,2011,0.5338477557027219,704.2474851160441,,,1.2004976853149187,62,1,1,0,0,0,0,0.544185879490267,0,0,0,0,172.64879600181737,0,6800.0,6.8,5330.0,2050.0,real,real,0,0,False,186.278964107224,0.473138636707857,0.2210723876953125,12550.0,4125.0,548.1530754757761,11.0,275448.0,天柱县,0,0,0,1,1,0
Zhenyuan,2011,0.4580541666666666,626.066128608785,,,0.0132085821597119,84,1,1,0,0,0,0,0.5126375,0,0,0,0,127.79552715654953,0,-2160.0,-2.16,3510.0,1350.0,real,real,0,0,False,143.7699680511182,0.5574678536102868,0.223484373038785,14884.0,4169.0,787.3571901247955,11.0,64891.0,镇远县,0,0,0,1,1,0
Duyun,2011,0.5023784494790174,698.4459256089048,,,0.7528896069997555,14,1,1,1,1,0,0,0.5303353348150271,0,0,0,0,202.2867194371152,0,-13920.0,-13.92,6240.0,2400.0,real,real,0,0,True,210.0656455142232,0.5330073860490383,0.0750728309733425,21146.0,5611.0,1034.146153426948,31.0,415892.0,都匀市,0,0,0,1,1,1
Dushan,2011,0.4605180461561959,744.1161268863563,,,2.268073886546551,13,1,1,1,1,0,0,0.5094219291331896,0,0,0,0,139.05930470347647,0,-2800.0,-2.8,4550.0,1750.0,real,real,0,0,False,143.14928425357874,0.5818214840675641,0.2609983310990123,11059.0,4412.0,986.5949479193964,21.0,161874.0,独山县,0,1,1,1,1,0
Fuquan,2011,0.4692449408400518,618.6454888754305,,,1.9000415442423029,16,1,1,1,1,0,0,0.5462666155513287,0,0,0,0,177.72511848341233,0,-2640.0,-2.64,4290.0,1650.0,real,real,0,0,True,195.4976303317536,0.6112396894384865,0.0961299717380423,23364.0,4834.0,1096.739593457757,19.0,446960.0,福泉市,0,1,0,1,1,1
Guiding,2011,0.5168714562568,647.4763169039954,,,1.9846145338437,19,1,1,1,1,0,0,0.5430811791514438,0,0,0,0,165.64417177914112,0,-2320.0,-2.32,3770.0,1450.0,real,real,0,0,False,178.2421634910879,0.5685617497606599,0.1423121121581245,15108.0,4612.0,1194.31585973154,16.0,196968.0,贵定县,0,0,0,1,1,1
Huishui,2011,0.5146264920447045,672.2684427347762,,,3.2161450122685062,25,1,1,1,1,1,1,0.5055148811268686,0,0,0,0,165.9919028340081,0,-3600.0,-3.6,5850.0,2250.0,real,real,0,0,False,182.18623481781376,0.5888373991729727,0.2655241266496295,10060.0,4668.0,1141.0596128201453,20.0,303804.0,惠水县,0,1,1,0,1,1
Libo,2011,0.5277504553697626,778.2013281263867,,,0.3420179137960863,33,1,1,1,1,0,0,0.5719060132083291,1,1,0,0,67.34006734006734,0,8640.0,8.64,2340.0,900.0,real,real,0,0,False,74.01315789473684,0.5830544017421462,0.1517603103894237,14452.0,4375.0,773.2017447387195,21.0,156282.0,荔波县,0,1,0,1,1,0
Longli,2011,0.5310557839762129,638.3755966342484,,,1.561627333953895,36,1,1,1,1,0,0,0.5547468480049857,0,0,0,0,131.49243918474687,0,-1760.0,-1.76,2860.0,1100.0,real,real,0,0,False,144.64168310322157,0.7539301117859344,0.096171302035778,20722.0,4783.0,1302.3564718282144,12.0,365100.0,龙里县,0,1,0,1,1,1
Luodian,2011,0.4981771375207797,727.1960510623005,,,1.42830075791035,37,1,1,1,1,0,0,0.5307700492502923,0,0,0,0,99.56853634251576,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,112.84434118818452,0.5214606715941236,0.2536819460532848,10875.0,4576.0,737.744283441668,13.0,201404.0,罗甸县,0,0,1,1,1,0
Pingtang,2011,0.5051765948348054,737.0275596426486,,,1.3923893833101004,44,1,1,1,1,0,0,0.5362436109471612,0,0,0,0,102.65486725663716,0,-2560.0,-2.56,4160.0,1600.0,real,real,0,0,False,113.27433628318585,0.6964590926875476,0.3296064938900983,8024.0,4210.0,979.8430777209434,15.0,191803.0,平塘县,0,1,1,0,1,0
Sandushuizu,2011,0.5022923484848479,739.6294019502055,,,0.9778627380074192,53,1,1,1,1,0,0,0.5512158499278494,0,0,0,0,130.25210084033614,0,-2880.0,-2.88,4680.0,1800.0,real,real,0,0,False,150.0,0.5742349366156113,0.3008415479429705,6726.0,4236.0,747.0714492320969,14.0,89648.0,三都水族自治县,0,0,1,0,1,0
Wengan,2011,0.4950368646759848,596.7523451710623,,,0.2552088108325727,67,1,1,0,0,0,0,0.539987715397837,0,0,0,0,217.83181357649443,0,-13760.0,-13.76,5980.0,2300.0,real,real,0,0,False,233.02938196555212,0.4801671483690932,0.1755492143149144,13095.0,4930.0,1052.1480135938252,35.0,474100.0,瓮安县,1,0,0,1,1,1
Changshun,2011,0.5467528921060502,666.0518205425403,,,5.319764488672762,6,1,1,1,1,1,1,0.5236346270032257,0,0,0,0,152.96367112810708,0,-2080.0,-2.08,3380.0,1300.0,real,real,0,0,False,168.50291639662993,0.6552045788652832,0.2446343443595561,10088.0,4341.0,1233.1749466111116,13.0,176556.0,长顺县,0,1,1,0,1,1
Anlong,2011,0.514292682641913,775.3398008282013,,,6.702513152252508,0,1,1,0,0,1,0,0.5134174397601035,0,0,0,0,183.1992850759607,0,-3680.0,-3.68,5980.0,2300.0,real,real,0,0,False,205.6325435851587,0.6042678642862185,0.2224275587254378,11633.0,3880.0,1285.3294841763973,26.0,280000.0,安龙县,0,1,0,1,1,1
Ceheng,2011,0.5253823182001895,766.7279196821662,,,0.6167886361640534,4,1,1,0,0,0,0,0.5879226776802501,1,0,0,0,80.83140877598153,0,-1920.0,-1.92,3120.0,1200.0,real,real,0,0,False,92.37875288683604,0.5841533574712899,0.3248427092357728,7400.0,3317.0,861.9173277872616,16.0,49481.0,册亨县,0,1,1,0,0,0
Puan,2011,0.5023798549427938,752.8370778187505,,,2.889410324973587,45,1,1,1,1,0,0,0.5096022971664728,0,0,1,1,195.9412176347096,0,-2640.0,-2.64,4290.0,1650.0,real,real,1,0,False,230.93072078376488,0.6084307865931953,0.1637480325737357,11726.0,3609.0,1540.5955652321445,6.0,178230.0,普安县,1,1,0,1,0,1
Qinglong,2011,0.5187317781300625,776.6257670130669,,,4.400841459366841,48,1,1,1,1,1,1,0.5392488402548564,0,0,0,0,202.854996243426,0,7360.0,7.36,4420.0,1700.0,real,real,0,0,False,255.44703230653644,0.6317108400187947,0.1825448952444296,9757.0,3456.0,1234.5352405371066,19.0,230647.0,晴隆县,1,1,0,0,0,1
Wangmo,2011,0.5353354522152689,741.3473658412427,,,1.847908153841667,64,1,1,1,1,0,0,0.5647911365155242,1,1,0,0,89.82035928143712,0,-2560.0,-2.56,4160.0,1600.0,real,real,0,0,False,106.4891846921797,0.6023229593571595,0.3262145638604302,6197.0,3156.0,869.8967819482223,10.0,95958.0,望谟县,0,1,1,0,0,0
Xingren,2011,0.5098280496259581,789.1548789307536,,,6.603030601557847,71,1,1,0,0,1,0,0.5088626326884613,0,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,兴仁县,0,0,0,0,0,0
Xingyi,2011,0.4995949833205232,663.100141611525,,,4.785560651562789,72,1,1,0,0,1,0,0.5201113934149545,0,0,0,0,243.90243902439025,0,3520.0,3.52,10660.0,4100.0,real,real,0,1,True,279.19645897173984,0.655041625857003,0.1033612856224032,20926.0,5396.0,1327.594873338411,46.0,1201000.0,兴义市,1,1,0,1,1,1
Zhenfeng,2011,0.5017691431505131,742.4567988663118,,,10.521882137488532,81,1,1,0,0,1,0,0.5193393179289864,0,0,0,0,225.0165453342157,0,6800.0,6.8,5330.0,2050.0,real,real,0,1,False,271.1640211640212,0.6322718478971358,0.1743578775172517,14012.0,4003.0,972.4791010273306,15.0,246382.0,贞丰县,1,1,0,1,1,0
Liuzhite,2012,0.4591394905666176,1109.8488101919013,,,2.27228048698804,35,1,2,1,1,0,0,0.5431900812271002,0,0,0,0,334.82142857142856,1,-5600.0,-5.6,9100.0,3500.0,real,real,0,1,False,390.40713887339655,0.4576706608569353,0.1077900355871886,17061.0,4728.0,1419.0692009248362,26.0,1109581.0,六枝特区,1,0,0,1,1,1
Panzhou,2012,0.4422685858585858,1079.5203055288312,,,0.0864725450880446,42,1,2,0,0,0,0,0.5440188952020202,0,0,1,0,193.3871383381025,0,,,,,,,1,0,,,,,,,,,,盘县,0,0,0,0,0,0
Shuicheng,2012,0.4250747114091687,960.7804021802586,,,1.921523088068112,57,1,2,1,1,0,0,0.5728227529591806,1,1,1,1,195.3125,0,3360.0,3.36,10920.0,4200.0,real,real,1,0,False,234.0484814711619,0.5715889807469077,0.1108527883005902,16133.0,4725.0,1732.0036831871969,43.0,1719371.0,水城县,1,0,0,1,1,1
Zhongshan,2012,0.4442525299153966,900.714636953636,,,3.186154509638887,86,1,2,1,1,1,1,0.5289898294317594,0,0,1,1,193.3871383381025,0,-4960.0,-4.96,8060.0,3100.0,real,real,1,0,True,,,0.0088112536713556,41682.0,6792.0,1945.0111394390124,,1869330.0,钟山区,0,0,0,1,1,1
Guanlingbuyizumiaozu,2012,0.4517841985965585,1087.1113385809915,,,18.30559404058004,17,1,2,1,1,1,1,0.5418289418724831,0,0,0,0,218.2810368349249,0,7040.0,7.04,4940.0,1900.0,real,real,0,0,False,258.8555858310627,0.6296193799998975,0.1908534278959811,14117.0,4682.0,1128.999499255327,17.0,181595.0,关岭布依族苗族自治县,1,1,0,1,1,1
Pingba,2012,0.486743407127506,976.2637244834827,,,23.04381036544468,43,1,2,1,1,1,1,0.51749653033561,0,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,平坝县,0,0,0,0,0,0
Puding,2012,0.4514081288747828,1085.3765651025844,,,9.911927761216717,46,1,2,1,1,1,1,0.5108147690311406,0,0,0,0,368.66359447004606,1,6240.0,6.24,6240.0,2400.0,real,real,0,1,False,435.5716878402904,0.4996188237536331,0.1517825311942959,13442.0,4771.0,1352.3743006891175,21.0,397170.0,普定县,1,0,0,1,1,1
Xixiu,2012,0.4748567679879026,1026.632175768308,,,21.52884621920908,75,1,2,1,1,1,1,0.525234914722094,0,0,0,0,193.3871383381025,0,-6080.0,-6.08,9880.0,3800.0,real,real,0,0,True,,,0.1020267949158364,19148.0,6420.0,1340.1493623502522,,1419108.0,西秀区,0,0,0,1,1,1
Zhenningbuyizuandmiaozu,2012,0.4654611314787256,1027.541736819796,,,5.147267131763767,83,1,2,1,1,1,1,0.5408999284938268,0,0,0,0,197.55955839628123,0,6960.0,6.96,5070.0,1950.0,real,real,0,0,False,227.140361094933,0.5614156458315832,0.1376602052451539,15562.0,4667.0,1042.2670052541107,19.0,125560.0,镇宁布依族苗族自治县,1,0,0,1,1,1
Ziyunmiaozuandbuyizu,2012,0.4751082137718157,970.1393993965686,,,1.5019892158423918,87,1,2,0,0,0,0,0.5123081879161675,0,0,0,0,144.73684210526315,0,-2960.0,-2.96,4810.0,1850.0,real,real,0,0,False,161.99649737302977,0.6038935676261613,0.3196013864818024,10749.0,4633.0,1155.1451988608687,16.0,154625.0,紫云苗族布依族自治县,0,1,1,1,1,1
Dafang,2012,0.4866702311650817,951.7912630706352,,,18.02780994513717,9,1,2,0,0,1,0,0.5800633145247991,1,0,1,0,271.42857142857144,0,51680.0,51.68,14300.0,5500.0,real,real,1,1,False,314.0165572366543,0.5434729040416336,0.1657817649212742,14030.0,4943.0,1547.6607839333071,33.0,1050000.0,大方县,1,0,0,1,1,1
Hezhang,2012,0.4928073748217381,823.6458007346577,,,5.124168693188555,20,1,2,0,0,1,0,0.5611909950923055,1,0,1,0,191.0631741140216,0,3760.0,3.76,10270.0,3950.0,real,real,1,0,False,243.07692307692307,0.4727609382141521,0.2883311961897783,8385.0,4577.0,1998.416077907783,27.0,362735.0,赫章县,1,0,1,0,1,1
Jinsha,2012,0.5049717064411301,967.9080878196262,,,1.431018253961164,29,1,2,0,0,0,0,0.5583334568729623,0,0,0,0,225.4746835443038,0,-25440.0,-25.44,8580.0,3300.0,real,real,0,1,False,261.0759493670886,0.4449069296203469,0.0999915482135996,23352.0,5720.0,1108.2025369267712,37.0,1727607.0,金沙县,1,0,0,1,1,1
Nayong,2012,0.4418520023471737,946.0363369201316,,,6.898442444125343,41,1,2,1,1,1,1,0.5774449727943816,1,1,1,1,298.202614379085,1,12320.0,12.32,12740.0,4900.0,real,real,1,1,False,399.673735725938,0.4420251909154021,0.1179072475016978,15367.0,4561.0,1689.1562023831757,31.0,1043452.0,纳雍县,1,0,0,1,1,1
Qixingguan,2012,0.4850184054800837,923.1425379714092,,,9.75842044134727,50,1,2,1,1,1,1,0.5875250232843955,1,1,1,1,363.4232121922626,1,7920.0,7.92,19890.0,7650.0,real,real,1,1,True,448.4173505275498,0.4435819217049355,0.1610617069732133,16306.0,5131.0,1519.8633799638023,41.0,2005000.0,七星关区,1,0,0,1,1,1
Qianxi,2012,0.4745923480380733,956.1691276617972,,,9.388543507179223,47,1,2,0,0,1,0,0.5534201653145214,0,0,0,0,313.35683509596555,0,52880.0,52.88,12350.0,4750.0,real,real,0,1,False,398.9920201595968,0.4203887153870516,0.1623289508988462,16223.0,4986.0,1291.0087539028914,33.0,1318300.0,黔西县,1,0,0,1,1,1
Weiningyizuhuizumiaozu,2012,0.4982886148518344,739.3703844059874,,,34.22099558416516,66,1,2,1,1,1,1,0.5344928769891708,0,0,1,1,165.18424396442185,0,-1440.0,-1.44,18720.0,7200.0,real,real,1,0,False,228.6077155103985,0.6267403094108244,0.3347903834691039,7974.0,4862.0,2166.5410053047285,39.0,1414300.0,威宁彝族回族苗族自治县,1,1,1,0,1,1
Zhijin,2012,0.4626590153144773,996.2458252046712,,,3.332235401204219,85,1,2,1,1,1,1,0.5783823981431635,1,1,1,1,313.8075313807531,1,1040.0,1.04,14690.0,5650.0,real,real,1,1,False,394.0027894002789,0.5340848344418968,0.1764119601328903,11551.0,4714.0,1507.5625056794934,28.0,1791862.0,织金县,1,0,0,1,1,1
Guanshanhu,2012,0.4777648274599688,942.992861191658,,,0.8585294211551363,18,1,2,1,1,0,0,0.5158036167351097,0,0,0,0,193.3871383381025,0,-2080.0,-2.08,3380.0,1300.0,real,real,0,0,True,,,,,,1280.0163568861724,,,观山湖区,0,0,0,0,0,1
Huaxi,2012,0.4880658602069236,984.1238713552656,,,12.60055417198841,23,1,2,1,1,1,1,0.5290395919891179,0,0,0,0,193.3871383381025,0,7120.0,7.12,4810.0,1850.0,real,real,0,0,True,,,0.0768844641512591,32702.0,8665.0,1219.0663960947195,,1770789.0,花溪区,0,0,0,1,1,1
Kaiyang,2012,0.5184699413489734,934.8740966603648,,,0.3329483995264734,31,1,2,0,0,0,0,0.5602290902981428,0,0,0,0,207.30503455083908,0,-3520.0,-3.52,5720.0,2200.0,real,real,0,0,False,217.1767028627838,0.4984969809374462,0.1530015552099533,28713.0,7860.0,1072.741926726541,21.0,1647352.0,开阳县,1,0,0,1,1,1
Nanming,2012,0.490082421489132,947.5470597493484,,,2.23661764027848,40,1,2,1,1,0,0,0.5545337407400402,0,0,0,0,193.3871383381025,0,3280.0,3.28,11050.0,4250.0,real,real,0,0,True,,,0.005565912117177,44301.0,10259.0,1137.4437385085653,,3014515.0,南明区,0,0,0,1,1,1
Qingzhen,2012,0.4798892095426832,938.2892970143284,,,3.4670192448949595,49,1,2,1,1,1,1,0.511695280829848,0,0,0,0,335.1206434316354,1,-24160.0,-24.16,6500.0,2500.0,real,real,0,1,False,335.1206434316354,0.653209452545646,0.0895750163882115,30561.0,7953.0,1281.1531232410543,25.0,2388735.0,清镇市,1,1,0,1,1,1
Wudang,2012,0.565027380952381,940.4819918911772,,,0.1097375193295826,69,1,2,1,1,0,0,0.5798244588744589,1,1,0,0,193.3871383381025,0,26880.0,26.88,5460.0,2100.0,real,real,0,0,True,,,0.058695791019991,38707.0,9607.0,1229.983821870034,,1361507.0,乌当区,0,0,0,1,1,1
Xifeng,2012,0.5487807449494949,912.5182940749248,,,0.3608225055137449,70,1,2,0,0,0,0,0.5541319318181818,0,0,0,0,231.43683702989392,0,-2080.0,-2.08,3380.0,1300.0,real,real,0,1,False,250.72324011571845,0.5053894730293038,0.097818354280294,39357.0,7456.0,1103.3319564335773,17.0,1339006.0,息烽县,1,0,0,1,1,1
