ENG_NAME,year,ndvi_crop,rain_gs,drought_class,drought_pixel_rate,cropland_pct,county_id,post_2010,event_time,drought_treated,drought_post,high_agriculture,drought_post_high_agri,ndvi_baseline,high_ndvi,drought_post_high_ndvi,high_elevation,drought_post_high_elev,pop_density_2000,drought_post_high_density,net_migration,net_migration_per_1000,births,deaths,births_source,deaths_source,high_elev,high_density,urban_core,pop_density,agri_employ_ratio,agri_gdp_ratio,gdp_pc,income_rural,elev_mean,agri_machinery_power,rural_investment,CHN_NAME,high_pop_density,high_agri_employ_ratio,high_agri_gdp_ratio,high_gdp_pc,high_income_rural,high_elev_mean
Jianhe,2009,0.5134208333333334,824.4190553793851,,,0.0114101617558225,27,0,-1,0,0,0,0,0.5425614583333334,0,0,0,0,98.03921568627452,0,-32000.0,-32.0,2860.0,1100.0,real,real,0,0,False,101.1029411764706,0.6294364904025479,0.3128900012946101,5198.0,2625.0,819.8286879358895,8.0,69712.0,剑河县,0,1,1,0,0,0
Jinping,2009,0.547547543854367,934.5984965175638,,,0.6768634021617014,28,0,-1,0,0,0,0,0.5588215797942088,0,0,0,0,131.49655604257984,0,-1760.0,-1.76,2860.0,1100.0,real,real,0,0,False,137.75829680651222,0.4996464608652974,0.1785574450117078,6308.0,2504.0,621.1858835990292,12.0,8204.0,锦屏县,0,0,0,0,0,0
Kaili,2009,0.534641498396665,824.1231466408668,,,0.1295503872491013,30,0,-1,0,0,0,0,0.5500083109267275,0,0,0,0,329.24961715160794,0,6160.0,6.16,6370.0,2450.0,real,real,0,1,True,375.1914241960184,0.5292615091002187,0.0900706266841596,15128.0,3543.0,854.5428967462259,19.0,486247.0,凯里市,1,0,0,1,0,0
Leishan,2009,0.0,875.250462267315,,,0.0,32,0,-1,1,0,0,0,0.0,0,0,0,0,114.84823625922888,0,-11280.0,-11.28,1950.0,750.0,real,real,0,0,False,124.58471760797342,0.5792064012870313,0.2538477673772254,5515.0,2489.0,1165.3277085364512,12.0,25690.0,雷山县,0,1,1,0,0,1
Liping,2009,0.5349229748238297,995.254096841938,,,0.0699572414605866,34,0,-1,0,0,0,0,0.5486270520983627,0,0,0,0,108.08376491781132,0,-4080.0,-4.08,6630.0,2550.0,real,real,0,0,False,114.83900022517452,0.5978265692354425,0.2804568875108294,4710.0,2598.0,697.8561308568529,21.0,255827.0,黎平县,0,1,1,0,0,0
Majiang,2009,0.5373108156028367,827.2498332532736,,,0.2342795368308867,38,0,-1,1,0,0,0,0.5583096631205673,0,0,0,0,174.85428809325563,0,-31840.0,-31.84,2600.0,1000.0,real,real,0,0,False,163.66612111292963,0.6432421993080979,0.2890027544438932,5745.0,2659.0,984.9345690241216,11.0,38897.0,麻江县,0,1,1,0,0,0
Rongjiang,2009,0.555755790960452,869.6924776334704,,,0.1059165205740615,52,0,-1,1,0,0,0,0.5657995762711865,1,0,0,0,96.50180940892642,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,102.53317249698432,0.6974786744168491,0.4063872280249088,5286.0,2595.0,704.0477090802241,9.0,51634.0,榕江县,0,1,1,0,0,0
Sansui,2009,0.5290895833333333,784.4704939866978,,,0.024231712184275,54,0,-1,0,0,0,0,0.5029312499999999,0,0,0,0,193.05019305019303,0,-1760.0,-1.76,2860.0,1100.0,real,real,0,0,False,212.3552123552124,0.464590729452743,0.2401286952435178,5763.0,2696.0,748.7242194533794,7.0,24397.0,三穗县,0,0,1,0,0,0
Shibing,2009,0.5283221590909091,785.7511686166473,,,0.1800570020027731,55,0,-1,0,0,0,0,0.5526907024793388,0,0,0,0,97.15025906735752,0,-21280.0,-21.28,1820.0,700.0,real,real,0,0,False,90.67357512953367,0.7368731563421829,0.2399742673586661,7988.0,2920.0,875.5670288711707,12.0,12932.0,施秉县,0,1,1,0,0,0
Taijiang,2009,0.0,825.4434577190796,,,0.0,61,0,-1,0,0,0,0,0.0,0,0,0,0,132.66998341625208,0,-1200.0,-1.2,1950.0,750.0,real,real,0,0,False,135.37906137184115,0.5301905368622227,0.2900553834142533,6108.0,2590.0,911.2337867219009,6.0,54832.0,台江县,0,0,1,0,0,0
Tianzhu,2009,0.5359439444109975,854.4931530035991,,,1.2004976853149187,62,0,-1,0,0,0,0,0.544185879490267,0,0,0,0,172.64879600181737,0,-3200.0,-3.2,5200.0,2000.0,real,real,0,0,False,199.9000499750125,0.5427406716168007,0.2643610943671222,5883.0,2844.0,548.1530754757761,10.0,89795.0,天柱县,0,0,1,0,0,0
Zhenyuan,2009,0.4775833333333333,769.2448138198304,,,0.0132085821597119,84,0,-1,0,0,0,0,0.5126375,0,0,0,0,127.79552715654953,0,-2080.0,-2.08,3380.0,1300.0,real,real,0,0,False,138.44515441959533,0.5574943347361606,0.2846636706590529,8149.0,2892.0,787.3571901247955,10.0,44866.0,镇远县,0,0,1,0,0,0
Duyun,2009,0.5049009893891596,859.3068657912103,,,0.7528896069997555,14,0,-1,1,0,0,0,0.5303353348150271,0,0,0,0,202.2867194371152,0,-3840.0,-3.84,6240.0,2400.0,real,real,0,0,True,211.0817941952507,0.5602133949715972,0.1144543062110151,13469.0,3924.0,1034.146153426948,26.0,152823.0,都匀市,0,0,0,1,1,1
Dushan,2009,0.4982707004104501,876.0573320819069,,,2.268073886546551,13,0,-1,1,0,0,0,0.5094219291331896,0,0,0,0,139.05930470347647,0,-2800.0,-2.8,4550.0,1750.0,real,real,0,0,False,143.14928425357874,0.603821089272161,0.3039619698728841,5911.0,3009.0,986.5949479193964,19.0,57489.0,独山县,0,1,1,0,0,0
Fuquan,2009,0.5247359129623903,798.2763121347019,,,1.9000415442423029,16,0,-1,1,0,0,0,0.5462666155513287,0,0,0,0,177.72511848341233,0,-2560.0,-2.56,4160.0,1600.0,real,real,0,0,True,189.5734597156398,0.6274249141729423,0.1533059897373875,15188.0,3291.0,1096.739593457757,15.0,207086.0,福泉市,0,1,0,1,0,1
Guiding,2009,0.5109163560497921,794.5914799296252,,,1.9846145338437,19,0,-1,1,0,0,0,0.5430811791514438,0,0,0,0,165.64417177914112,0,-2320.0,-2.32,3770.0,1450.0,real,real,0,0,False,177.80502759043532,0.6422541433413175,0.155001089196843,8590.0,3201.0,1194.31585973154,12.0,41356.0,贵定县,0,1,0,0,0,1
Huishui,2009,0.4698414863118144,827.9716670200311,,,3.2161450122685062,25,0,-1,1,0,1,0,0.5055148811268686,0,0,0,0,165.9919028340081,0,-3520.0,-3.52,5720.0,2200.0,real,real,0,0,False,178.1376518218623,0.5877689956466702,0.3210891343436938,5661.0,3240.0,1141.0596128201453,17.0,87022.0,惠水县,0,1,1,0,0,1
Libo,2009,0.5624960060441196,846.2777278249002,,,0.3420179137960863,33,0,-1,1,0,0,0,0.5719060132083291,1,0,0,0,67.34006734006734,0,-1360.0,-1.36,2210.0,850.0,real,real,0,0,False,69.90131578947368,0.6489934041884923,0.1946991490881162,8969.0,3009.0,773.2017447387195,18.0,70236.0,荔波县,0,1,0,0,0,0
Longli,2009,0.5290643015356192,780.6067516578132,,,1.561627333953895,36,0,-1,1,0,0,0,0.5547468480049857,0,0,0,0,131.49243918474687,0,-1760.0,-1.76,2860.0,1100.0,real,real,0,0,False,144.64168310322157,0.7539335742928557,0.1065196540690411,12719.0,3352.0,1302.3564718282144,10.0,67530.0,龙里县,0,1,0,1,0,1
Luodian,2009,0.5127897147576773,868.1039060506558,,,1.42830075791035,37,0,-1,1,0,0,0,0.5307700492502923,0,0,0,0,99.56853634251576,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,112.84434118818452,0.603383063668838,0.3024237685691947,5865.0,3086.0,737.744283441668,10.0,82859.0,罗甸县,0,1,1,0,0,0
Pingtang,2009,0.5270310971701442,865.0744903525718,,,1.3923893833101004,44,0,-1,1,0,0,0,0.5362436109471612,0,0,0,0,102.65486725663716,0,-2560.0,-2.56,4160.0,1600.0,real,real,0,0,False,113.27433628318585,0.6986058341445034,0.3666625468627693,4242.0,2924.0,979.8430777209434,13.0,62279.0,平塘县,0,1,1,0,0,0
Sandushuizu,2009,0.5465119859307356,870.883959363792,,,0.9778627380074192,53,0,-1,1,0,0,0,0.5512158499278494,0,0,0,0,130.25210084033614,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,141.66666666666666,0.6222185550326853,0.3426249688474697,4379.0,2974.0,747.0714492320969,12.0,26361.0,三都水族自治县,0,1,1,0,0,0
Wengan,2009,0.5247857758814318,790.7336741791944,,,0.2552088108325727,67,0,-1,0,0,0,0,0.539987715397837,0,0,0,0,217.83181357649443,0,-3600.0,-3.6,5850.0,2250.0,real,real,0,0,False,227.96352583586625,0.5340497998404772,0.2166403304748208,7505.0,3425.0,1052.1480135938252,31.0,88387.0,瓮安县,1,0,0,0,0,1
Changshun,2009,0.5067768327484864,826.1586213602211,,,5.319764488672762,6,0,-1,1,0,1,0,0.5236346270032257,0,0,0,0,152.96367112810708,0,-2080.0,-2.08,3380.0,1300.0,real,real,0,0,False,168.50291639662993,0.6483692826953358,0.336572012555661,6007.0,3002.0,1233.1749466111116,8.0,32905.0,长顺县,0,1,1,0,0,1
Anlong,2009,0.5020268888654805,932.3338441898292,,,6.702513152252508,0,0,-1,0,0,1,0,0.5134174397601035,0,0,0,0,183.1992850759607,0,6480.0,6.48,5850.0,2250.0,real,real,0,0,False,201.07238605898124,0.7170803843380763,0.2268981265906756,7313.0,2840.0,1285.3294841763973,24.0,34280.0,安龙县,0,1,1,0,0,1
Ceheng,2009,0.5900757534721722,922.414092097678,,,0.6167886361640534,4,0,-1,0,0,0,0,0.5879226776802501,1,0,0,0,80.83140877598153,0,-1840.0,-1.84,2990.0,1150.0,real,real,0,0,False,88.52963818321786,0.7365082011945547,0.342292377701934,4803.0,2245.0,861.9173277872616,14.0,39521.0,册亨县,0,1,1,0,0,0
Puan,2009,0.4835237979621772,922.3975134232306,,,2.889410324973587,45,0,-1,1,0,0,0,0.5096022971664728,0,0,1,0,195.9412176347096,0,-2560.0,-2.56,4160.0,1600.0,real,real,1,0,False,223.93282015395383,0.8757312565050426,0.1985648084596778,7418.0,2619.0,1540.5955652321445,6.0,126992.0,普安县,1,1,0,0,0,1
Qinglong,2009,0.5329356785336873,910.5858800844246,,,4.400841459366841,48,0,-1,1,0,1,0,0.5392488402548564,0,0,0,0,202.854996243426,0,17600.0,17.6,4160.0,1600.0,real,real,0,0,False,240.42073628850488,0.7116427374754554,0.2067426636836062,5836.0,2408.0,1234.5352405371066,13.0,58612.0,晴隆县,1,1,0,0,0,1
Wangmo,2009,0.5569530651014536,895.747615941636,,,1.847908153841667,64,0,-1,1,0,0,0,0.5647911365155242,1,0,0,0,89.82035928143712,0,17600.0,17.6,4160.0,1600.0,real,real,0,0,False,106.4891846921797,0.7174949409676098,0.3431815645575271,3803.0,2163.0,869.8967819482223,9.0,28335.0,望谟县,0,1,1,0,0,0
Xingren,2009,0.49484042285659,910.4486483891536,,,6.603030601557847,71,0,-1,0,0,1,0,0.5088626326884613,0,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,兴仁县,0,0,0,0,0,0
Xingyi,2009,0.5149297498980684,860.1461001252623,,,4.785560651562789,72,0,-1,0,0,1,0,0.5201113934149545,0,0,0,0,243.90243902439025,0,33840.0,33.84,10530.0,4050.0,real,real,0,1,True,278.25489522500857,0.6721126990067802,0.1208838901731916,16858.0,4059.0,1327.594873338411,45.0,514501.0,兴义市,1,1,0,1,1,1
Zhenfeng,2009,0.5047226801181227,896.261616431328,,,10.521882137488532,81,0,-1,0,0,1,0,0.5193393179289864,0,0,0,0,225.0165453342157,0,-3040.0,-3.04,4940.0,1900.0,real,real,0,1,False,251.3227513227513,0.6389817526469925,0.2126028624731796,8199.0,2868.0,972.4791010273306,15.0,158989.0,贞丰县,1,1,0,0,0,0
Liuzhite,2010,0.4794414683405944,1017.7541415486246,2.0,0.8,2.27228048698804,35,1,0,1,1,0,0,0.5431900812271002,0,0,0,0,334.82142857142856,1,14720.0,14.72,8840.0,3400.0,real,real,0,1,False,377.77777777777777,0.4877171689928752,0.1052420706033189,10837.0,3341.0,1419.0692009248362,15.0,178254.0,六枝特区,1,0,0,1,0,1
Panzhou,2010,0.4846563888888889,1048.654326830217,0.0,0.4,0.0864725450880446,42,1,0,0,0,0,0,0.5440188952020202,0,0,1,0,193.3871383381025,0,,,,,,,1,0,,,,,,,,,,盘县,0,0,0,0,0,0
Shuicheng,2010,0.5170214372936907,895.4308060225894,2.0,0.8,1.921523088068112,57,1,0,1,1,0,0,0.5728227529591806,1,1,1,1,195.3125,0,33680.0,33.68,10790.0,4150.0,real,real,1,0,False,230.9404563160824,0.6194366267340788,0.121049689096395,9924.0,3274.0,1732.0036831871969,37.0,372591.0,水城县,1,1,0,0,0,1
Zhongshan,2010,0.4656361112936576,782.4267021248647,2.0,0.8,3.186154509638887,86,1,0,1,1,1,1,0.5289898294317594,0,0,1,1,193.3871383381025,0,25280.0,25.28,8060.0,3100.0,real,real,1,0,True,,,0.0098007238781223,30360.0,4607.0,1945.0111394390124,,860693.0,钟山区,0,0,0,1,1,1
Guanlingbuyizumiaozu,2010,0.4998408354209237,1144.6722412085032,2.0,0.8,18.30559404058004,17,1,0,1,1,1,1,0.5418289418724831,0,0,0,0,218.2810368349249,0,17200.0,17.2,4810.0,1850.0,real,real,0,0,False,252.73224043715848,0.6647848740398561,0.2583275806143072,7902.0,3163.0,1128.999499255327,15.0,71516.0,关岭布依族苗族自治县,1,1,1,0,0,1
Pingba,2010,0.4484245891751093,946.6392716325644,2.0,0.8,23.04381036544468,43,1,0,1,1,1,1,0.51749653033561,0,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,平坝县,0,0,0,0,0,0
Puding,2010,0.4469798169086402,1000.1737674505208,2.0,0.8,9.911927761216717,46,1,0,1,1,1,1,0.5108147690311406,0,0,0,0,368.66359447004606,1,-3680.0,-3.68,5980.0,2300.0,real,real,0,1,False,425.9259259259259,0.5680324861583617,0.1907500229625644,8012.0,3128.0,1352.3743006891175,20.0,74311.0,普定县,1,0,0,0,0,1
Xixiu,2010,0.4495307958708817,1035.7130596165591,2.0,0.8,21.52884621920908,75,1,0,1,1,1,1,0.525234914722094,0,0,0,0,193.3871383381025,0,-16240.0,-16.24,10010.0,3850.0,real,real,0,0,True,,,0.1278061778992619,11499.0,4365.0,1340.1493623502522,,406318.0,西秀区,0,0,0,1,1,1
Zhenningbuyizuandmiaozu,2010,0.4765278744697715,1155.2548869268685,2.0,0.8,5.147267131763767,83,1,0,1,1,1,1,0.5408999284938268,0,0,0,0,197.55955839628123,0,-3040.0,-3.04,4940.0,1900.0,real,real,0,0,False,221.316249271986,0.6098352211661805,0.1827543211794559,8652.0,3116.0,1042.2670052541107,18.0,74686.0,镇宁布依族苗族自治县,1,1,0,0,0,1
Ziyunmiaozuandbuyizu,2010,0.4538933100141411,1203.2907333600626,1.0,0.6,1.5019892158423918,87,1,0,0,0,0,0,0.5123081879161675,0,0,0,0,144.73684210526315,0,-2880.0,-2.88,4680.0,1800.0,real,real,0,0,False,159.92892047978677,0.6705071956731405,0.4519706794101512,5487.0,3124.0,1155.1451988608687,13.0,12832.0,紫云苗族布依族自治县,0,1,1,0,0,1
Dafang,2010,0.5245876952029257,759.9253777691644,1.0,0.6,18.02780994513717,9,1,0,0,0,1,0,0.5800633145247991,1,0,1,0,271.42857142857144,0,22000.0,22.0,13390.0,5150.0,real,real,1,1,False,294.2857142857143,0.593844134625305,0.208257950554417,9121.0,3338.0,1547.6607839333071,18.0,93572.0,大方县,1,1,0,0,0,1
Hezhang,2010,0.5283708538432351,732.4388886764868,1.0,0.6,5.124168693188555,20,1,0,0,0,1,0,0.5611909950923055,1,0,1,0,191.0631741140216,0,24080.0,24.08,10010.0,3850.0,real,real,1,0,False,237.4344742522356,0.5666394719276125,0.3568506964224486,5714.0,3126.0,1998.416077907783,22.0,130000.0,赫章县,1,0,1,0,0,1
Jinsha,2010,0.5566819578274155,738.9346788037901,1.0,0.6,1.431018253961164,29,1,0,0,0,0,0,0.5583334568729623,0,0,0,0,225.4746835443038,0,24880.0,24.88,8710.0,3350.0,real,real,0,1,False,265.5568767340468,0.5200093854323833,0.1384425714331759,15408.0,4010.0,1108.2025369267712,7.0,162545.0,金沙县,1,0,0,1,1,1
Nayong,2010,0.5250904421210572,827.5583147952568,2.0,0.8,6.898442444125343,41,1,0,1,1,1,1,0.5774449727943816,1,1,1,1,298.202614379085,1,42880.0,42.88,12220.0,4700.0,real,real,1,1,False,383.3605220228385,0.4926995126270232,0.1529184215505581,10498.0,3160.0,1689.1562023831757,21.0,533000.0,纳雍县,1,0,0,1,0,1
Qixingguan,2010,0.5232194774379688,751.0540660365718,2.0,0.8,9.75842044134727,50,1,0,1,1,1,1,0.5875250232843955,1,1,1,1,363.4232121922626,1,48640.0,48.64,19240.0,7400.0,real,real,1,1,True,433.8903547346819,0.4840395604337955,0.1846625418255757,10550.0,3624.0,1519.8633799638023,6.0,714140.0,七星关区,1,0,0,1,0,1
Qianxi,2010,0.5202629203925572,791.3456211527676,1.0,0.6,9.388543507179223,47,1,0,0,0,1,0,0.5534201653145214,0,0,0,0,313.35683509596555,0,13200.0,13.2,11310.0,4350.0,real,real,0,1,False,340.5088062622309,0.4493612058986794,0.1927947698075252,10805.0,3391.0,1291.0087539028914,28.0,303727.0,黔西县,1,0,0,1,0,1
Weiningyizuhuizumiaozu,2010,0.5119204598763202,715.1828660084115,2.0,0.8,34.22099558416516,66,1,0,1,1,1,1,0.5344928769891708,0,0,1,1,165.18424396442185,0,59440.0,59.44,18070.0,6950.0,real,real,1,0,False,220.66994761073187,0.6981059063136457,0.3523092887116668,4900.0,3066.0,2166.5410053047285,29.0,238000.0,威宁彝族回族苗族自治县,1,1,1,0,0,1
Zhijin,2010,0.5210565907605896,883.2688894481246,2.0,0.8,3.332235401204219,85,1,0,1,1,1,1,0.5783823981431635,1,1,1,1,313.8075313807531,1,31600.0,31.6,14170.0,5450.0,real,real,1,1,False,380.4537521815009,0.5417063896669894,0.2232829372251047,7749.0,3167.0,1507.5625056794934,3.0,147179.0,织金县,1,0,0,0,0,1
Guanshanhu,2010,0.3978187987457421,887.8208411085249,2.0,0.8,0.8585294211551363,18,1,0,1,1,0,0,0.5158036167351097,0,0,0,0,193.3871383381025,0,28240.0,28.24,3250.0,1250.0,real,real,0,0,True,,,,,,1280.0163568861724,,,观山湖区,0,0,0,0,0,1
Huaxi,2010,0.4712893277418273,980.847887773682,2.0,0.8,12.60055417198841,23,1,0,1,1,1,1,0.5290395919891179,0,0,0,0,193.3871383381025,0,-2880.0,-2.88,4680.0,1800.0,real,real,0,0,True,,,0.0895351364662631,22158.0,5956.0,1219.0663960947195,,538215.0,花溪区,0,0,0,1,1,1
Kaiyang,2010,0.5062554007820137,836.8191160788249,1.0,0.6,0.3329483995264734,31,1,0,0,0,0,0,0.5602290902981428,0,0,0,0,207.30503455083908,0,6560.0,6.56,5720.0,2200.0,real,real,0,0,False,217.498764211567,0.5193381826792893,0.1949701075358533,17150.0,5393.0,1072.741926726541,14.0,730849.0,开阳县,1,0,0,1,1,1
Nanming,2010,0.4698072890088287,919.2066459999584,2.0,0.8,2.23661764027848,40,1,0,1,1,0,0,0.5545337407400402,0,0,0,0,193.3871383381025,0,13520.0,13.52,10790.0,4150.0,real,real,0,0,True,,,0.0071636302843352,27670.0,7531.0,1137.4437385085653,,966131.0,南明区,0,0,0,1,1,1
Qingzhen,2010,0.4380300087425779,868.2409841862047,2.0,0.8,3.4670192448949595,49,1,0,1,1,1,1,0.511695280829848,0,0,0,0,335.1206434316354,1,6000.0,6.0,6630.0,2550.0,real,real,0,1,False,341.1371237458194,0.6882549627978432,0.1151768372942543,19820.0,5463.0,1281.1531232410543,18.0,765388.0,清镇市,1,1,0,1,1,1
Wudang,2010,0.5408613095238095,891.438217389922,2.0,0.8,0.1097375193295826,69,1,0,1,1,0,0,0.5798244588744589,1,1,0,0,193.3871383381025,0,17120.0,17.12,4940.0,1900.0,real,real,0,0,True,,,0.0739385930664424,27027.0,6829.0,1229.983821870034,,497940.0,乌当区,0,0,0,1,1,1
Xifeng,2010,0.4993361868686869,788.405126094119,1.0,0.6,0.3608225055137449,70,1,0,0,0,0,0,0.5541319318181818,0,0,0,0,231.43683702989392,0,8000.0,8.0,3380.0,1300.0,real,real,0,1,False,250.72324011571845,0.5533713645979964,0.1233589759818334,24240.0,5084.0,1103.3319564335773,13.0,316794.0,息烽县,1,0,0,1,1,1
Xiuwen,2010,0.4717514378478665,834.4573635097512,2.0,0.8,0.2790995482418099,74,1,0,1,1,0,0,0.531109199134199,0,0,0,0,270.7749766573296,1,7600.0,7.6,4030.0,1550.0,real,real,0,1,False,289.179104477612,0.5934800296743006,0.1712718068417782,18327.0,5152.0,1270.0428617010464,18.0,351591.0,修文县,1,1,0,1,1,1
Yunyan,2010,0.4529182176565376,898.4385302125643,2.0,0.8,1.6371877072739325,78,1,0,1,1,0,0,0.536317225627302,0,0,0,0,193.3871383381025,0,32640.0,32.64,12480.0,4800.0,real,real,0,0,True,,,0.0018963046396253,32587.0,7592.0,1189.6217249896604,,972372.0,云岩区,0,0,0,1,1,1
Baiyun,2010,0.4795529166666667,876.6035682633011,2.0,0.8,0.463004993191103,1,1,0,1,1,0,0,0.53054625,0,0,0,0,193.3871383381025,0,8000.0,8.0,3380.0,1300.0,real,real,0,0,True,,,0.0372986324515218,24731.0,7385.0,1326.761683561893,,627149.0,白云区,0,0,0,1,1,1
Bozhou,2010,0.5325194010142795,781.3770502138426,1.0,0.6,0.3291591893929039,3,1,0,0,0,0,0,0.56792391370366,1,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,遵义县,0,0,0,0,0,0
Chishui,2010,0.0,849.0886360098644,0.0,0.4,0.0,7,1,0,0,0,0,0,0.0,0,0,0,0,161.02165463631317,0,7600.0,7.6,4030.0,1550.0,real,real,0,0,False,167.3866090712743,0.5487620571631773,0.1876208666942791,14007.0,4569.0,779.6689136648356,12.0,302356.0,赤水市,0,0,0,1,1,0
Daozhengelaozumiaozu,2010,0.561492933424724,966.1373208374572,0.0,0.2,0.362037708402099,11,1,0,0,0,0,0,0.5922148730712615,1,0,0,0,148.4230055658627,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,157.69944341372914,0.4647792179261863,0.3239756555059054,6990.0,2893.0,1023.4502414594908,19.0,83941.0,道真仡佬族苗族自治县,0,0,1,0,0,0
Fenggang,2010,0.5753895833333333,874.3698838843441,0.0,0.4,0.0132555880100867,15,1,0,0,0,0,0,0.5404666666666667,0,0,0,0,207.11630377057887,0,-3440.0,-3.44,5590.0,2150.0,real,real,0,0,False,228.1167108753316,0.573012659637512,0.3636251990192681,7118.0,3633.0,866.3270212753873,33.0,101890.0,凤冈县,1,0,1,0,0,0
Huichuan,2010,0.4960597222222223,804.0667653026403,1.0,0.6,0.0657557984365592,24,1,0,0,0,0,0,0.5739479166666668,1,0,0,0,193.3871383381025,0,6560.0,6.56,5720.0,2200.0,real,real,0,0,True,,,0.0409264865482378,25864.0,5867.0,1067.1800652055215,,426151.0,汇川区,0,0,0,1,1,1
Meitan,2010,0.5069545977011495,852.2317863137944,0.0,0.4,0.1738245866094767,39,1,0,0,0,0,0,0.5481515151515151,0,0,0,0,249.32249322493223,0,-3920.0,-3.92,6370.0,2450.0,real,real,0,1,False,262.593783494105,0.598359998249887,0.2959736791533858,7882.0,4758.0,950.684546270599,25.0,164739.0,湄潭县,1,1,1,0,1,0
Renhuai,2010,0.5350439315835075,790.0332593522578,2.0,0.8,0.845914833623062,51,1,0,1,1,0,0,0.583264056773052,1,1,0,0,313.19910514541385,1,4800.0,4.8,8580.0,3300.0,real,real,0,1,False,368.7150837988827,0.5237186698465554,0.0579382915817651,36626.0,4702.0,936.6090628132948,31.0,383125.0,仁怀市,1,0,0,1,1,0
Suiyang,2010,0.445507944577353,916.4486256904264,0.0,0.4,0.499793049936647,60,1,0,0,0,0,0,0.5427392643540669,0,0,0,0,190.95869056897897,0,5760.0,5.76,7020.0,2700.0,real,real,0,0,False,212.0974076983504,0.5750285780340881,0.3787861449760134,8755.0,4716.0,1070.4712017211737,33.0,170175.0,绥阳县,0,1,1,0,1,1
Tongzi,2010,0.4679449692656097,924.1526480711308,1.0,0.6,0.4280443029668578,63,1,0,0,0,0,0,0.5655951256335598,1,0,0,0,196.875,0,4480.0,4.48,9100.0,3500.0,real,real,0,0,False,218.20448877805487,0.4655630645546766,0.2333222549708347,9483.0,4263.0,1106.5277369331918,34.0,479707.0,桐梓县,1,0,1,0,1,1
Wuchuangelaozumiaozu,2010,0.5121423512945097,1016.6572320760476,0.0,0.2,0.3173505550547649,68,1,0,0,0,0,0,0.5624551943543592,1,0,0,0,147.85430941218897,0,6480.0,6.48,5850.0,2250.0,real,real,0,0,False,162.16216216216216,0.6045488372806714,0.3598844820177674,6070.0,2830.0,971.7151781188848,18.0,130035.0,务川仡佬族苗族自治县,0,1,1,0,0,0
Xishui,2010,0.4988271260997068,858.4501958957779,0.0,0.4,0.1542982328473391,73,1,0,0,0,0,0,0.5727101967253176,1,0,0,0,207.80051150895144,0,14480.0,14.48,9230.0,3550.0,real,real,0,0,False,230.9694209499024,0.4721508668625709,0.196175862926026,9673.0,3206.0,1055.913004961386,32.0,435538.0,习水县,1,0,0,0,0,1
Yuqing,2010,0.5132408346653552,816.2852365203333,1.0,0.6,0.1213940636677859,80,1,0,0,0,0,0,0.5535511393909587,0,0,0,0,172.5200246457178,0,-2400.0,-2.4,3900.0,1500.0,real,real,0,0,False,184.9568434032059,0.5547783665961238,0.2955591716387811,12094.0,5012.0,858.6839093305092,23.0,206661.0,余庆县,0,0,1,1,1,0
Zhengan,2010,0.5169694744549205,1004.425169118557,0.0,0.2,0.5374867708657205,82,1,0,0,0,0,0,0.5777959473460957,1,0,0,0,219.65317919075144,0,15040.0,15.04,8320.0,3200.0,real,real,0,1,False,247.1042471042471,0.4683969215654167,0.3921810319560268,6196.0,3021.0,1010.2574987549216,22.0,90084.0,正安县,1,0,1,0,0,0
Honghuagang,2010,0.0,766.0384424862197,1.0,0.6,0.0,21,1,0,0,0,0,0,0.0,0,0,0,0,193.3871383381025,0,4800.0,4.8,8580.0,3300.0,real,real,0,0,True,,,0.0460859846527514,24939.0,5669.0,951.67604126838,,735526.0,红花岗区,0,0,0,1,1,0
Bijiang,2010,0.5100227941176471,1001.7612715894678,0.0,0.4,0.1752654670805311,2,1,0,0,0,0,0,0.5371727829768272,0,0,0,0,231.17569352708057,0,-3040.0,-3.04,4940.0,1900.0,real,real,0,1,True,251.9893899204244,0.5198328551827367,0.1562733095328791,15717.0,4351.0,480.0785600733912,10.0,494528.0,碧江区,1,0,0,1,1,0
Dejiang,2010,0.5307191759744704,947.7572491056986,0.0,0.4,0.282678600620447,12,1,0,0,0,0,0,0.5511258566690383,0,0,0,0,217.1814671814672,0,5920.0,5.92,6760.0,2600.0,real,real,0,0,False,251.20772946859904,0.6069200953853084,0.4090932995925741,8604.0,2828.0,834.0340111867258,19.0,78768.0,德江县,1,1,1,0,0,0
Jiangkou,2010,0.0,980.4703578714308,0.0,0.4,0.0,26,1,0,0,0,0,0,0.0,0,0,0,0,117.6470588235294,0,8160.0,8.16,3120.0,1200.0,real,real,0,0,False,127.86361214704316,0.6132596685082873,0.3581107159595291,8202.0,3151.0,775.3314325950691,6.0,139980.0,江口县,0,1,1,0,0,0
